"subj" "trial" "cond" "Initiation Time" "Mean Gaze" "Nr. Fixation" "Mean Saccade" "Entropy" "Latency Body" "First Fixation Body" "Total Fixation Body" "Mean Gaze Body" "Proportion Fixation Body" "Latency Object" "First Fixation Object" "Total Fixation Object" "Mean Gaze Object" "Proportion Fixation Object" "Latency Face" "First Fixation Face" "Total Fixation Face" "Mean Gaze Face" "Proportion Fixation Face" "Task" "Saliency" "Turbulence" "Complexity" "Clutter" "Feature Congestion" "Fixation Area"
17 20 3 430 201.733333333333 15 146.144391577135 11.3291054498497 3484 122 122 122 0.04 8 422 2786 214.308 0.921 1024 118 118 118 0.039 "Search" 293.984955384615 8.3620080144171 0.522712209213194 "Clu" 3.335803 2.16393031269083
21 20 3 374 258.324324324324 37 148.50253956614 11.8387356869769 548 310 1464 366 0.153 8 366 7208 240.267 0.754 4776 194 886 295.333 0.093 "Search" 261.672824375 19.3579457228368 0.55547300413705 "Clu" 3.335803 4.81064988472527
25 20 3 470 244.285714285714 7 242.578494333449 10.9723987183075 512 202 698 232.667 0.408 8 462 1012 253 0.592 0 0 0 0 0 "Search" 279.209665714286 4.00125413915609 0.479465278515054 "Clu" 3.335803 1.23317674276119
1 20 4 450 276.333333333333 12 168.126053138295 11.0173387199319 0 0 0 0 0 496 154 2914 264.909 0.879 48 402 402 402 0.121 "Search" 244.581596 3.71705033108063 0.266740445784898 "Clu" 3.335803 1.87832129411113
6 20 4 198 264.166666666667 24 211.846386608956 11.8625923683522 488 74 232 116 0.037 8 190 5556 277.8 0.876 228 230 552 276 0.087 "Search" 191.5258375 13.0735103908129 0.528117104693953 "Clu" 3.335803 3.96169113068352
10 20 4 278 198.571428571429 14 197.024853630859 11.572282702298 1412 138 638 212.667 0.229 24 254 2142 194.727 0.771 0 0 0 0 0 "Search" 253.9757675 7.6904231234473 0.504209590046783 "Clu" 3.335803 2.38262556803907
14 20 4 378 229.578947368421 19 199.404954686936 11.7722929428177 2228 186 186 186 0.043 8 370 4176 232 0.957 0 0 0 0 0 "Search" 252.333182352941 10.3058962244726 0.507029257679104 "Clu" 3.335803 3.34719401606609
18 20 4 58 246.235294117647 17 177.250342190922 11.4510084204392 2676 494 494 494 0.118 8 50 3692 230.75 0.882 0 0 0 0 0 "Search" 208.423540642857 8.72410250137489 0.486901411065622 "Clu" 3.335803 2.43623492841421
22 20 4 134 170.363636363636 11 225.538287326697 11.3305018878219 1704 178 178 178 0.095 8 126 1696 169.6 0.905 0 0 0 0 0 "Search" 225.6217775 4.25160566446375 0.330554688897529 "Clu" 3.335803 1.83064090897828
1 21 1 110 203.142857142857 14 267.642771699404 11.6401535856192 532 150 470 156.667 0.165 8 102 2374 215.818 0.835 0 0 0 0 0 "Search" 243.159411428571 6.77333460217273 0.471637203146207 "Min" 2.397376 2.36599854977119
6 21 1 466 290.8 10 252.873865362403 11.3683018442163 508 134 596 298 0.205 8 458 2106 300.857 0.724 672 206 206 206 0.071 "Search" 228.194156 6.03856015463383 0.5172510650558 "Min" 2.397376 1.76168106108742
10 21 1 450 203.142857142857 7 234.9762298556 10.8029117883184 500 190 620 155 0.436 8 442 802 267.333 0.564 0 0 0 0 0 "Search" 270.444944285714 4.03634545896736 0.446119485055942 "Min" 2.397376 1.09384954491719
14 21 1 470 238.444444444444 9 225.907279156528 11.1031239040561 516 142 642 214 0.299 8 462 1366 273.2 0.637 676 138 138 138 0.064 "Search" 233.684228888889 4.62878524641893 0.447396361794023 "Min" 2.397376 1.58551295497867
18 21 1 414 243.666666666667 12 227.231219250232 10.9633253530073 456 54 736 184 0.252 8 406 2188 273.5 0.748 0 0 0 0 0 "Search" 271.9921625 7.67229245562876 0.559896800105314 "Min" 2.397376 1.81298522097416
22 21 1 470 248.857142857143 7 242.864055619211 11.2477388107999 516 158 408 204 0.234 216 254 1076 269 0.618 704 258 258 258 0.148 "Search" 277.410402857143 4.85203026391962 0.603256392460405 "Min" 2.397376 1.23317674276119
3 21 2 194 182.363636363636 11 166.46949586937 11.3817942703012 1928 226 424 212 0.211 8 186 1582 175.778 0.789 0 0 0 0 0 "Search" 228.723299090909 5.85131791536474 0.488373849311534 "Min" 2.397376 1.85041624729286
7 21 2 390 212.5 16 208.956552287459 11.5758570401152 428 134 554 184.667 0.163 8 382 2740 228.333 0.806 592 106 106 106 0.031 "Search" 267.22189125 10.1242141854547 0.604910458120652 "Min" 2.397376 2.65147620021232
11 21 2 138 203.6 15 183.097200027631 11.3921623758709 1600 138 878 175.6 0.287 8 130 1808 226 0.592 2104 154 368 184 0.12 "Search" 271.092347333333 7.04350642834497 0.423616911597067 "Min" 2.397376 2.35729892880356
15 21 2 158 229.142857142857 14 184.181856873209 11.5095122971388 432 138 268 134 0.084 8 150 2666 242.364 0.831 600 274 274 274 0.085 "Search" 236.841702142857 6.72298071602712 0.420544133573091 "Min" 2.397376 2.38305226472844
19 21 2 406 234 8 290.33020554272 11.2483399521001 1836 242 242 242 0.129 8 398 1630 232.857 0.871 0 0 0 0 0 "Search" 268.57339625 3.88225084709448 0.40952632557787 "Min" 2.397376 1.40934484886993
23 21 2 86 187.5 16 138.815061612899 11.3913450788279 0 0 0 0 0 8 78 3000 187.5 1 0 0 0 0 0 "Search" 245.34186625 8.29276096893083 0.41358133158747 "Min" 2.397376 2.73677464883892
4 21 3 482 201.111111111111 9 251.330677199367 11.1100136609463 552 306 700 175 0.387 8 474 1110 222 0.613 0 0 0 0 0 "Search" 229.758523444444 5.44984556305087 0.532856335188656 "Clu" 2.63448 1.483292746749
8 21 3 394 186.888888888889 18 182.462203315711 11.5689439558095 436 134 1222 174.571 0.363 8 386 2142 194.727 0.637 0 0 0 0 0 "Search" 238.976526 10.4621116293764 0.571438313765843 "Clu" 2.63448 2.96765070673736
12 21 3 454 228.4 5 289.729169982275 10.6903179708194 648 342 552 276 0.483 8 446 590 196.667 0.517 0 0 0 0 0 "Search" 270.290088 3.46573590279973 0.548627603515381 "Clu" 2.63448 0.880840530543708
16 21 3 410 190 12 248.701144942956 11.4403867476482 456 142 252 126 0.111 8 402 1732 216.5 0.76 1172 150 296 148 0.13 "Search" 266.654405833333 6.83377037617815 0.540223081546013 "Clu" 2.63448 2.1140172733049
20 21 3 410 224.857142857143 7 228.212492180364 10.8848539012077 484 138 620 155 0.394 8 402 954 318 0.606 0 0 0 0 0 "Search" 241.31558 4.11903717481247 0.491463643104694 "Clu" 2.63448 1.23317674276119
24 21 3 430 148.666666666667 12 175.120125601629 11.1186709009194 480 54 962 137.429 0.539 8 422 672 168 0.377 660 150 150 150 0.084 "Search" 219.8293525 6.90542804477021 0.526891149431786 "Clu" 2.63448 2.03098019251922
5 21 4 446 355.230769230769 13 162.428044525876 11.0244031782008 0 0 0 0 0 8 438 4364 363.667 0.945 500 254 254 254 0.055 "Search" 300.579393846154 6.61842975153455 0.456304826122874 "Clu" 2.63448 1.9259496958057
9 21 4 482 231.714285714286 14 158.707769930042 11.5252831328171 532 158 688 172 0.212 176 306 2556 255.6 0.788 0 0 0 0 0 "Search" 263.548642857143 6.81155581499293 0.414713100345544 "Clu" 2.63448 2.36128151110273
13 21 4 510 280.25 16 177.237938284271 11.2151517496185 0 0 0 0 0 8 502 4484 280.25 1 0 0 0 0 0 "Search" 262.460803125 5.59396760864899 0.277372267511228 "Clu" 2.63448 2.42149873965518
17 21 4 62 240.933333333333 30 134.436199631001 11.3902598144536 0 0 0 0 0 8 54 7098 244.759 0.982 752 130 130 130 0.018 "Search" 278.516554566667 10.4751950165093 0.335499239830288 "Clu" 2.63448 3.96002124609783
21 21 4 442 275.647058823529 17 108.315858329336 10.874498392053 0 0 0 0 0 8 434 4686 275.647 1 0 0 0 0 0 "Search" 262.214217058824 3.96595671329296 0.207830409034344 "Clu" 2.63448 2.41532640621321
25 21 4 442 295.25 16 102.28621177383 11.2024050114468 4396 154 154 154 0.033 8 434 4276 305.429 0.905 4588 294 294 294 0.062 "Search" 240.1188425 4.81592967810258 0.315503443038442 "Clu" 2.63448 2.39751498493586
5 22 1 438 253.2 5 249.795801701884 10.7431029582198 0 0 0 0 0 8 430 826 275.333 0.652 500 126 440 220 0.348 "Search" 278.75745 2.72129542785223 0.432267387130984 "Min" 3.255911 0.880840530543708
9 22 1 90 213.6 10 183.746059356271 10.5458593713387 680 138 138 138 0.065 8 82 1104 184 0.517 832 286 894 298 0.419 "Search" 277.921103 5.29497846528252 0.462536881922363 "Min" 3.255911 1.32277183802635
13 22 1 214 191.538461538462 13 165.697188722852 10.8478597536937 508 162 840 210 0.337 8 206 858 171.6 0.345 684 270 792 198 0.318 "Search" 252.552326923077 8.20423714083269 0.584302085924825 "Min" 3.255911 1.95283857245398
17 22 1 446 195.333333333333 15 195.73792324742 11.2114849708569 0 0 0 0 0 8 438 1796 224.5 0.613 472 162 1134 162 0.387 "Search" 292.497017333333 7.49702232905469 0.440920128830746 "Min" 3.255911 2.20346063699848
21 22 1 374 224.322580645161 31 193.810116530414 11.8436612260645 424 126 1272 212 0.183 8 366 5350 232.609 0.769 568 190 332 166 0.048 "Search" 213.733481774194 17.4461596615625 0.591427232336004 "Min" 3.255911 4.07482421570409
25 22 1 466 203.142857142857 7 175.819409327921 10.7989949418559 0 0 0 0 0 8 458 746 248.667 0.525 492 142 676 169 0.475 "Search" 280.071958571429 3.69806788016834 0.439578445780717 "Min" 3.255911 1.14023142756716
1 22 2 522 278.571428571429 7 263.102680596606 11.0172462923964 912 214 324 162 0.166 8 514 1348 337 0.691 624 278 278 278 0.143 "Search" 261.050192857143 4.85203026391962 0.603256392460405 "Min" 3.255911 1.13720864088215
6 22 2 518 238 16 196.384946543916 11.7073414554045 1724 102 388 194 0.102 8 510 3420 244.286 0.898 0 0 0 0 0 "Search" 275.58251 8.74566884324577 0.529812788549543 "Min" 3.255911 2.58457272555797
10 22 2 226 211.777777777778 9 172.999702242749 11.1757975857717 0 0 0 0 0 8 218 1906 211.778 1 0 0 0 0 0 "Search" 242.08141 3.5617789518197 0.298796296578514 "Min" 3.255911 1.49944645583276
14 22 2 406 252.571428571429 14 244.503808197245 11.2782628407624 752 126 502 167.333 0.142 8 398 1584 264 0.448 456 238 1450 290 0.41 "Search" 282.556622857143 8.30025294746351 0.563636455388763 "Min" 3.255911 2.25868587785297
18 22 2 422 238 19 185.349768273066 11.7184679589169 840 106 880 220 0.195 8 414 3456 246.857 0.764 472 186 186 186 0.041 "Search" 269.249566052632 9.11008579611787 0.479309714979249 "Min" 3.255911 3.06891288412881
22 22 2 426 195.6 15 155.992157210477 11.3983763063555 444 158 1028 171.333 0.35 8 418 1616 202 0.551 2804 290 290 290 0.099 "Search" 257.140379333333 8.30407936253553 0.533064506560113 "Min" 3.255911 2.64252159163112
2 22 3 286 181.5 8 271.668345826085 11.2057044692365 48 238 408 204 0.281 1028 190 644 161 0.444 312 258 400 200 0.275 "Search" 214.905925 5.54517744447956 0.623611189181405 "Clu" 3.882685 1.40934484886993
7 22 3 370 216.8 10 186.694190525786 11.1735434942981 596 134 784 196 0.362 8 362 920 230 0.424 756 126 464 232 0.214 "Search" 227.047634 6.89972310728487 0.63615759950788 "Clu" 3.882685 1.76168106108742
11 22 3 442 155.333333333333 9 263.295529177287 11.0176801882813 488 146 288 144 0.206 120 322 764 191 0.546 648 122 346 115.333 0.247 "Search" 238.780339555556 5.51544284553668 0.547382827583743 "Clu" 3.882685 1.35095673814655
15 22 3 110 189.333333333333 6 218.979778272368 10.9494106488756 444 114 114 114 0.1 8 102 566 188.667 0.498 584 194 456 228 0.401 "Search" 223.00897 3.43183435112405 0.483221999432734 "Clu" 3.882685 1.05700863665245
19 22 3 394 221.333333333333 6 343.5487100934 10.9540918975854 0 0 0 0 0 8 386 762 254 0.574 456 162 566 188.667 0.426 "Search" 232.537751666667 3.43183435112405 0.483221999432734 "Clu" 3.882685 1.05700863665245
23 22 3 406 168 12 322.844235335772 11.3404505943825 8 398 710 236.667 0.352 436 194 1004 125.5 0.498 1140 302 302 302 0.15 "Search" 247.840922 6.74294801896635 0.523606835373612 "Clu" 3.882685 2.1140172733049
4 22 4 386 197.764705882353 34 202.541668524858 11.9035043169715 440 146 284 142 0.042 8 378 6440 201.25 0.958 0 0 0 0 0 "Search" 243.817478235294 19.8246067659429 0.618443842508698 "Clu" 3.882685 5.09045153856239
8 22 4 386 244.109090909091 55 151.009216038807 11.6613777382138 0 0 0 0 0 8 378 12976 249.538 0.966 2348 202 450 150 0.034 "Search" 244.844384 24.3496448198827 0.50794039365572 "Clu" 3.882685 6.0929132171747
12 22 4 170 150 11 170.003259553017 11.329639778344 760 166 166 166 0.101 8 162 1250 138.889 0.758 192 234 234 234 0.142 "Search" 263.858014545455 4.97673374242057 0.422944160047781 "Clu" 3.882685 1.93784916719616
16 22 4 358 207.619047619048 42 206.932856658993 12.1497085359846 404 210 510 170 0.058 8 350 7984 210.105 0.916 6024 226 226 226 0.026 "Search" 222.545217857143 22.1798930757303 0.572593474073281 "Clu" 3.882685 6.47949677056672
20 22 4 374 317.36 25 242.956500261407 12.0293962197759 16 358 1824 304 0.23 416 114 5764 320.222 0.726 576 346 346 346 0.044 "Search" 219.69395572 13.9779778669709 0.583975288407022 "Clu" 3.882685 4.21917748264011
24 22 4 382 194.571428571429 21 192.684441335108 11.6788915384371 3676 202 202 202 0.049 8 374 3758 197.789 0.92 3024 126 126 126 0.031 "Search" 266.272527619048 11.7204275873374 0.567078672515627 "Clu" 3.882685 3.48919821774886
4 23 1 414 292 4 163.150433791786 10.324363308332 552 182 182 182 0.156 8 406 432 216 0.37 764 554 554 554 0.474 "Search" 291.845625 2.77258872223978 0.50917640379489 "Min" 1.816652 0.704672424434966
8 23 1 30 173.076923076923 13 205.605457043927 11.653755432243 1868 110 288 144 0.128 8 22 1618 179.778 0.719 616 158 344 172 0.153 "Search" 259.895147692308 8.14259297772148 0.584302085924825 "Min" 1.816652 2.29018537941364
12 23 1 242 204.857142857143 7 151.397582681803 10.7377021872943 0 0 0 0 0 8 234 768 192 0.536 444 186 666 222 0.464 "Search" 245.42879 2.97708115692789 0.306439564089971 "Min" 1.816652 1.14743579520782
16 23 1 402 217.428571428571 14 286.433912608942 11.4370923402488 452 170 368 184 0.121 8 394 1748 218.5 0.574 652 198 928 232 0.305 "Search" 237.709682857143 8.24017395141414 0.55836516926946 "Min" 1.816652 2.10081236498805
20 23 1 390 281.2 5 241.701016187031 10.8633109402926 0 0 0 0 0 8 382 684 342 0.486 440 162 722 240.667 0.514 "Search" 255.823688 2.72129542785223 0.432267387130984 "Min" 1.816652 0.880840530543708
24 23 1 422 164.909090909091 11 188.888449320446 11.086153679387 468 66 66 66 0.036 8 414 990 198 0.546 560 86 758 151.6 0.418 "Search" 276.047154454545 6.38573893438093 0.532293596162111 "Min" 1.816652 1.56086413725385
5 23 2 478 250 8 259.06586570439 11.1610090190333 2188 142 142 142 0.071 8 470 1640 273.333 0.82 748 218 218 218 0.109 "Search" 296.64978375 4.83401175841694 0.552772238552107 "Min" 1.816652 1.40934484886993
9 23 2 186 191.5 8 302.414443060535 11.0407956513122 788 126 126 126 0.082 8 178 1406 200.857 0.918 0 0 0 0 0 "Search" 214.538732625 4.3325783592599 0.446763079832792 "Min" 1.816652 1.28957428399378
13 23 2 202 239.333333333333 9 223.290319500184 11.0850901417749 0 0 0 0 0 8 194 1658 236.857 0.77 1804 234 496 248 0.23 "Search" 252.773437777778 4.70744903510851 0.450345798843737 "Min" 1.816652 1.49722762477596
17 23 2 426 269.636363636364 11 210.963055805928 11.2428287438415 1812 122 276 138 0.093 8 418 2110 301.429 0.711 1972 346 580 290 0.196 "Search" 287.78169 6.78880792941166 0.57615912646087 "Min" 1.816652 1.8327771927765
21 23 2 426 279.333333333333 33 146.368857068193 11.8627145251723 2804 202 1474 210.571 0.16 8 418 7574 302.96 0.822 4192 170 170 170 0.018 "Search" 265.993096939394 17.097084178642 0.53900903830586 "Min" 1.816652 5.2848409440341
25 23 2 434 264.666666666667 6 173.155622745485 10.7181100352316 0 0 0 0 0 8 426 1588 264.667 1 0 0 0 0 0 "Search" 263.296803333333 3.36729582998647 0.431147205816007 "Min" 1.816652 1.05700863665245
1 23 3 602 298 7 225.604194274934 11.0390454458492 0 0 0 0 0 8 594 1598 319.6 0.766 652 282 488 244 0.234 "Search" 282.67044 4.00125413915609 0.479465278515054 "Clu" 2.537713 1.12011171681307
6 23 3 474 275.2 10 257.66676432907 11.5072415155664 516 242 242 242 0.088 8 466 2316 289.5 0.842 800 194 194 194 0.07 "Search" 274.555814 5.96008853919234 0.552214724463724 "Clu" 2.537713 1.76168106108742
10 23 3 206 210.8 5 235.730711298499 10.8094522973794 0 0 0 0 0 8 198 702 234 0.666 516 214 352 176 0.334 "Search" 233.532052 2.72129542785223 0.432267387130984 "Clu" 2.537713 0.880840530543708
14 23 3 498 193.428571428571 7 234.448755825013 10.6523103559009 660 158 158 158 0.117 8 490 712 178 0.526 840 246 484 242 0.357 "Search" 260.680754285714 4.10303683346603 0.491463643104694 "Clu" 2.537713 1.12211446650109
18 23 3 378 227.714285714286 7 254.285782340073 11.0090598915009 900 318 498 166 0.312 8 370 676 338 0.424 424 242 420 210 0.263 "Search" 207.319064285714 4.00125413915609 0.491463643104694 "Clu" 2.537713 1.23317674276119
22 23 3 418 212.666666666667 9 201.756575393589 11.2778847380132 608 146 146 146 0.076 8 410 1222 244.4 0.638 776 154 546 182 0.285 "Search" 284.874166666667 6.10479323241498 0.618151769864932 "Clu" 2.537713 1.58551295497867
3 23 4 214 259.2 10 186.154546969831 11.4936165172512 2140 110 504 252 0.194 8 206 1854 264.857 0.715 2292 234 234 234 0.09 "Search" 262.002015 6.66440902035041 0.615443279590799 "Clu" 2.537713 1.76168106108742
7 23 4 474 232.833333333333 24 202.643239217091 11.9555557699297 3488 206 554 184.667 0.099 32 442 4666 245.579 0.835 616 162 368 184 0.066 "Search" 263.454457083333 12.391289131874 0.53725487387562 "Clu" 2.537713 3.41622372364292
11 23 4 130 196.153846153846 26 223.404500291998 11.9976248723678 2972 138 138 138 0.027 8 122 4426 192.435 0.868 4380 174 536 268 0.105 "Search" 262.112295 14.1306357513131 0.593922275689802 "Clu" 2.537713 4.4801994970706
15 23 4 98 206.571428571429 14 164.046840317078 11.6775319389577 2728 126 126 126 0.044 8 90 2766 212.769 0.956 0 0 0 0 0 "Search" 260.833216357143 7.38599991592624 0.51814322263893 "Clu" 2.537713 2.3716559638632
19 23 4 422 233.666666666667 12 196.439661740515 11.5563999521243 2740 94 94 94 0.034 8 414 2710 246.364 0.966 0 0 0 0 0 "Search" 249.2924575 6.77717370924654 0.534012132418764 "Clu" 2.537713 2.1140172733049
23 23 4 430 238.8 10 161.851191755659 11.132666942563 0 0 0 0 0 8 422 2388 238.8 1 0 0 0 0 0 "Search" 253.32841 6.07560142631418 0.560035212682861 "Clu" 2.537713 1.76168106108742
3 24 1 486 304.909090909091 11 161.031622748008 10.7734160843522 728 250 444 222 0.132 8 478 2338 334 0.697 1032 454 572 286 0.171 "Search" 289.222377636364 6.85780080089861 0.594282399828798 "Min" 2.232403 1.35823598327052
7 24 1 150 197 8 159.369880645523 10.7823728503259 0 0 0 0 0 8 142 922 184.4 0.585 400 246 654 218 0.415 "Search" 234.53765925 4.15668769279624 0.420058306352197 "Min" 2.232403 1.40934484886993
11 24 1 130 214 4 178.386040315567 10.5976604837772 0 0 0 0 0 8 122 396 198 0.463 480 190 460 230 0.537 "Search" 244.138346 2.77258872223978 0.50917640379489 "Min" 2.232403 0.704672424434966
15 24 1 158 267.6 5 129.674724765833 10.5332454280112 0 0 0 0 0 8 150 408 204 0.305 476 282 930 310 0.695 "Search" 255.816198 2.72129542785223 0.432267387130984 "Min" 2.232403 0.775056060070265
19 24 1 446 226.8 5 236.627410376406 10.6350884541073 0 0 0 0 0 8 438 532 266 0.469 616 126 602 200.667 0.531 "Search" 291.35654 3.3322045101752 0.499139384643939 "Min" 2.232403 0.880840530543708
23 24 1 430 293 4 151.194399099027 10.5229364128099 468 130 770 256.667 0.657 28 402 402 402 0.343 0 0 0 0 0 "Search" 276.1080125 1.99243016469021 0.360042087943547 "Min" 2.232403 0.704672424434966
4 24 2 402 231.333333333333 12 202.678136582906 10.9846475747291 684 146 826 275.333 0.298 16 386 1472 245.333 0.53 460 158 478 159.333 0.172 "Search" 317.0660925 7.50991625121781 0.580082194708012 "Min" 2.232403 1.71628452932135
8 24 2 370 253.666666666667 12 219.541063221203 11.3274101392303 3208 122 122 122 0.04 8 362 1776 296 0.583 412 306 1146 229.2 0.376 "Search" 249.843983083333 7.54830049422613 0.596771570983441 "Min" 2.232403 2.01618810431935
12 24 2 238 178 4 110.457103735522 10.3243655293688 0 0 0 0 0 116 122 634 211.333 0.89 844 78 78 78 0.11 "Search" 312.0366425 2.77258872223978 0.50917640379489 "Min" 2.232403 0.704672424434966
16 24 2 414 308.4 5 154.727154820219 10.522506568402 776 226 226 226 0.147 8 406 1316 329 0.853 0 0 0 0 0 "Search" 225.13763 3.43398720448515 0.499139384643939 "Min" 2.232403 0.880840530543708
20 24 2 138 330.8 5 134.619595345073 10.4101476475847 180 186 186 186 0.112 8 130 1110 370 0.671 1452 358 358 358 0.216 "Search" 264.168172 2.72129542785223 0.432267387130984 "Min" 2.232403 0.880840530543708
24 24 2 506 218 7 146.738674530825 10.8434671636217 768 222 388 194 0.254 8 498 892 223 0.585 1460 246 246 246 0.161 "Search" 320.476931428571 4.84418708645859 0.571735117881011 "Min" 2.232403 1.10771497104263
5 24 3 402 233.2 5 263.815993514362 10.7889003277053 0 0 0 0 0 8 394 572 286 0.491 436 218 594 198 0.509 "Search" 259.854374 3.40119738166216 0.499139384643939 "Clu" 3.483799 0.880840530543708
9 24 3 446 248.285714285714 7 233.053678606899 10.5669911925915 0 0 0 0 0 8 438 702 234 0.404 492 294 1036 259 0.596 "Search" 239.001898571429 4.00125413915609 0.479465278515054 "Clu" 3.483799 0.844698767657943
13 24 3 418 247 8 260.044758438564 10.9968211484309 1660 138 138 138 0.07 8 410 962 320.667 0.487 452 154 876 219 0.443 "Search" 264.70284125 4.8182634014488 0.517005437032788 "Clu" 3.483799 1.1940689254923
17 24 3 374 358.666666666667 6 218.007891887223 10.3442431442611 0 0 0 0 0 8 366 416 208 0.193 412 114 1736 434 0.807 "Search" 283.007248333333 3.29830295849952 0.431147205816007 "Clu" 3.483799 0.818848530047784
21 24 3 394 214.631578947368 19 245.042188640063 11.3741934341866 432 142 348 174 0.085 40 354 2742 210.923 0.672 804 274 988 247 0.242 "Search" 256.391957631579 12.2524962968731 0.625456374548819 "Clu" 3.483799 2.04110812983918
25 24 3 458 278 4 183.256047727529 10.4978267463061 0 0 0 0 0 8 450 664 332 0.597 744 258 448 224 0.403 "Search" 279.645565 2.77258872223978 0.50917640379489 "Clu" 3.483799 0.704672424434966
1 24 4 526 273.428571428571 7 96.1380889776194 10.4115520247108 1852 266 266 266 0.139 8 518 1402 280.4 0.732 572 246 246 246 0.129 "Search" 264.81687 4.56434819146784 0.525227897166385 "Clu" 3.483799 1.14695674219971
6 24 4 478 253.571428571429 28 191.478624450943 11.954390076174 5412 202 202 202 0.028 8 470 5994 260.609 0.844 516 138 904 226 0.127 "Search" 256.947463571429 16.6283722366887 0.617966058429925 "Clu" 3.483799 4.52460655833799
10 24 4 374 225.466666666667 15 166.478808549863 11.0711993684495 1316 286 468 234 0.138 8 366 2432 243.2 0.719 412 134 482 160.667 0.143 "Search" 265.507017333333 8.89300248306978 0.545955096715542 "Clu" 3.483799 2.32750514357597
14 24 4 386 232 16 197.448921273631 11.513499380842 0 0 0 0 0 8 378 3240 231.429 0.873 428 202 472 236 0.127 "Search" 248.713351625 9.86181797669807 0.617895911487981 "Clu" 3.483799 2.48448923091356
18 24 4 226 227.818181818182 22 216.371188191703 11.7287396027539 452 162 602 200.667 0.12 8 218 3934 231.412 0.785 632 210 476 238 0.095 "Search" 260.171395714286 13.7998673715339 0.666605175243365 "Clu" 3.483799 3.72706744359297
22 24 4 430 219.2 20 244.535114513617 11.8765302021547 476 126 1076 179.333 0.245 8 422 3154 242.615 0.719 956 154 154 154 0.035 "Search" 256.09027485 11.5347790734686 0.600986654274562 "Clu" 3.483799 3.52336212217483
1 1 1 594 256.514285714286 35 152.645809201071 11.7467868931458 20 574 3084 308.4 0.344 836 318 5378 233.826 0.599 640 146 516 258 0.057 "Prod" 256.960812 18.2104467633391 0.549198720056489 "Min" 4.766357 4.4508332123265
5 1 1 470 285.294117647059 17 183.328090472373 11.5179315241116 8 462 3620 258.571 0.746 2156 406 1230 410 0.254 0 0 0 0 0 "Prod" 219.800208235294 10.3088629507381 0.523716109474968 "Min" 4.766357 2.74187139866507
9 1 1 422 216.909090909091 22 157.970045345767 11.583025888732 8 414 1302 260.4 0.273 488 50 3024 216 0.634 1220 210 446 148.667 0.093 "Prod" 248.624855909091 12.9950864060991 0.62701488841886 "Min" 4.766357 2.8826754375955
13 1 1 514 205.789473684211 19 211.874164108841 11.8650551838418 564 226 1822 202.444 0.466 8 506 2088 208.8 0.534 0 0 0 0 0 "Prod" 220.074682631579 10.2764139487003 0.533274732779444 "Min" 4.766357 3.0151331289996
17 1 1 386 240.105263157895 19 179.814528376178 11.5800918928801 8 378 1320 220 0.289 1252 418 2184 273 0.479 432 214 1058 211.6 0.232 "Prod" 260.886692631579 10.9806282013023 0.586231956239476 "Min" 4.766357 3.21788402797167
21 1 1 474 225.483870967742 31 160.063489703408 11.6953629803743 524 170 1998 181.636 0.286 8 466 4556 253.111 0.652 1532 206 436 218 0.062 "Prod" 228.337481290323 14.6199366092351 0.503188820686806 "Min" 4.766357 4.50863555828916
25 1 1 434 262.631578947368 19 189.26398363541 11.4469089225463 464 202 1744 290.667 0.349 8 426 2172 271.5 0.435 1032 190 1074 214.8 0.215 "Prod" 272.351840526316 11.3395643688799 0.599442181340769 "Min" 4.766357 3.0044494896322
2 1 2 182 246.923076923077 26 172.777521920508 11.5857278831674 212 278 2298 255.333 0.358 8 174 2800 233.333 0.436 2016 158 1322 264.4 0.206 "Prod" 230.304576923077 17.0212878695927 0.641382335169468 "Min" 4.766357 3.38479685499432
6 1 2 318 191.904761904762 21 213.007916610102 11.5770000663237 8 310 1284 214 0.319 720 90 2462 189.385 0.611 560 110 284 142 0.07 "Prod" 233.782057619048 12.1591794717858 0.57193201282987 "Min" 4.766357 3.38992622660101
10 1 2 454 256.564102564103 39 197.979414159365 11.7623512413346 16 438 4992 226.909 0.499 508 166 5014 294.941 0.501 0 0 0 0 0 "Prod" 229.413453076923 23.1303498553724 0.589232710862131 "Min" 4.766357 5.64962078287955
14 1 2 518 203.702127659574 47 144.521284707619 11.6145137815908 1216 182 1032 172 0.108 8 510 8542 208.341 0.892 0 0 0 0 0 "Prod" 215.960943191489 19.032443028885 0.435071456542536 "Min" 4.766357 4.03633182334467
18 1 2 406 279.111111111111 18 164.064068809258 11.3414154098831 1160 370 1522 304.4 0.303 8 398 2888 288.8 0.575 460 210 614 204.667 0.122 "Prod" 223.330780555556 9.98666203062996 0.530272247702173 "Min" 4.766357 2.24470654627565
22 1 2 122 181.636363636364 33 148.306610582027 11.5596457779595 8 114 1586 144.182 0.265 568 142 4174 198.762 0.696 2852 234 234 234 0.039 "Prod" 265.902186969697 18.7796474224001 0.607664133836863 "Min" 4.766357 4.90843038623308
3 1 3 518 272.363636363636 44 182.16300282425 11.9644952024384 800 174 3810 254 0.318 8 510 6596 274.833 0.55 560 190 1578 315.6 0.132 "Prod" 234.749072045455 27.2536834256003 0.673936559130568 "Clu" 5.28848 6.22460420592261
