"subj" "trial" "cond" "Initiation Time" "Mean Gaze" "Nr. Fixation" "Mean Saccade" "Entropy" "Latency Body" "First Fixation Body" "Total Fixation Body" "Mean Gaze Body" "Proportion Fixation Body" "Latency Object" "First Fixation Object" "Total Fixation Object" "Mean Gaze Object" "Proportion Fixation Object" "Latency Face" "First Fixation Face" "Total Fixation Face" "Mean Gaze Face" "Proportion Fixation Face" "Task" "Saliency" "Turbulence" "Complexity" "Clutter" "Feature Congestion" "Fixation Area"
22 19 1 194 342.551724137931 29 151.253497804897 11.666623156351 236 90 90 90 0.009 8 186 5962 313.789 0.6 368 138 3882 431.333 0.391 "Naming" 259.305162758621 15.1135239999324 0.579757394443139 "Clu" 3.476203 3.93321957354876
11 19 1 278 250.651162790698 43 152.477566579139 11.9324558538051 0 0 0 0 0 8 270 10042 244.927 0.932 1448 246 736 368 0.068 "Naming" 272.42375744186 22.9108850344725 0.587867796229211 "Clu" 3.476203 5.37626792790605
23 19 1 234 294.454545454545 44 104.148552366904 11.6755963286962 448 158 2818 256.182 0.218 8 226 7840 280 0.605 632 150 2298 459.6 0.177 "Naming" 261.669763636364 23.919305812586 0.619778838328338 "Clu" 3.476203 6.0921977150244
12 19 1 326 269.142857142857 28 183.857410231096 11.5953735890403 384 170 470 156.667 0.062 8 318 6174 268.435 0.819 1876 558 892 446 0.118 "Naming" 263.878710714286 16.4157667139703 0.62276501869815 "Clu" 3.476203 3.99373852395431
24 19 1 162 237.4 60 103.449273916446 11.8205742872884 708 166 2162 196.545 0.152 8 154 11908 248.083 0.836 4756 174 174 174 0.012 "Naming" 267.5133315 27.3738871421364 0.549750231858723 "Clu" 3.476203 6.23891206944937
7 12 2 170 310.8 30 184.284822995394 11.8377746768619 216 190 1344 224 0.144 8 162 5790 386 0.621 436 302 2190 243.333 0.235 "Naming" 252.9753635 16.6463805651567 0.593191582434885 "Min" 1.985391 4.7820719141087
19 12 2 234 262.148148148148 27 178.113282141138 11.6726695437751 288 158 1920 240 0.271 12 222 2874 261.273 0.406 480 242 2284 285.5 0.323 "Naming" 291.317397666667 16.6430849586672 0.634772481165338 "Min" 1.985391 3.75545676904368
8 12 2 214 274.075471698113 53 140.592734984177 11.6563468795683 256 122 1642 328.4 0.113 8 206 11754 273.349 0.809 404 302 1130 226 0.078 "Naming" 199.580238018868 20.2084332948097 0.375483030417487 "Min" 1.985391 6.61472170252833
20 12 2 166 250.102564102564 39 152.515685330232 11.7894532919797 652 166 2480 248 0.254 8 158 4882 256.947 0.501 216 150 2392 239.2 0.245 "Naming" 290.326423153846 19.9185577707495 0.567531155261735 "Min" 1.985391 5.08656062853928
9 12 2 86 195.36 50 152.85183528463 11.8511750927677 928 146 1732 144.333 0.177 8 78 7404 217.765 0.758 480 214 632 158 0.065 "Naming" 246.03978158 27.2950135675594 0.581430913748271 "Min" 1.985391 7.24588950212195
21 12 2 206 227.8 40 123.122608974935 11.5335258481415 252 78 2464 205.333 0.27 8 198 3906 229.765 0.429 356 122 2742 249.273 0.301 "Naming" 281.892261825 20.5451970988108 0.543506967218385 "Min" 1.985391 2.7684179509846
10 12 2 210 390 45 142.802463568119 11.6185954305296 256 170 2890 321.111 0.165 8 202 12382 426.966 0.706 832 266 2278 325.429 0.13 "Naming" 256.468116666667 20.951811437799 0.540085532251516 "Min" 1.985391 4.62797623024349
22 12 2 194 346.129032258065 31 148.959105647554 11.7123722376386 6668 178 920 230 0.086 8 186 7248 362.4 0.675 232 170 2562 366 0.239 "Naming" 271.266265548387 16.4617440860401 0.578279087752598 "Min" 1.985391 4.03574359992987
11 12 2 214 272.25 32 125.916901339712 11.7503612310075 260 170 2066 229.556 0.237 8 206 6182 294.381 0.71 468 302 464 232 0.053 "Naming" 267.92194840625 17.1726211662306 0.582058807749183 "Min" 1.985391 4.43486232446162
23 12 2 210 306.285714285714 42 174.787866474404 11.8227568866261 252 130 3632 302.667 0.282 8 202 7948 283.857 0.618 412 574 1284 642 0.1 "Naming" 258.163117928571 22.749482885004 0.585561717007481 "Min" 1.985391 5.49870389041391
12 12 2 242 290.571428571429 28 228.072091091483 11.5383530064314 284 142 1026 205.2 0.126 8 234 4780 265.556 0.588 448 250 2330 466 0.286 "Naming" 225.564078178571 14.641205314026 0.548884353210513 "Min" 1.985391 3.51889568948051
24 12 2 206 282.333333333333 36 159.060961229768 11.5543525127355 248 138 2566 285.111 0.252 8 198 7018 280.72 0.69 424 254 580 290 0.057 "Naming" 234.798248583333 19.2464901425798 0.544922461651819 "Min" 1.985391 5.17679973298345
7 22 1 178 241.2 45 154.606545164305 12.0754426448445 1408 386 1346 269.2 0.124 228 110 8304 244.235 0.765 8 170 1204 200.667 0.111 "Naming" 238.8174088 25.0166859096612 0.625243787513404 "Clu" 3.882685 6.97978879725565
19 22 1 214 246.903225806452 31 198.52902291084 11.8116348613631 1484 666 892 446 0.117 264 114 6296 242.154 0.823 8 206 466 155.333 0.061 "Naming" 234.124023193548 18.0857622619278 0.626831512871055 "Clu" 3.882685 4.32142319675664
8 22 1 302 225.916666666667 48 130.948654517237 11.9815077020701 10664 274 274 274 0.025 348 158 9138 234.308 0.843 8 294 1432 179 0.132 "Naming" 225.902428708333 21.8380286740211 0.524329687539796 "Clu" 3.882685 6.06934825486658
20 22 1 178 192.048780487805 41 191.231160889701 12.1454347284447 764 150 1582 226 0.201 228 110 5846 188.581 0.742 8 170 446 148.667 0.057 "Naming" 233.15906397561 23.133849348008 0.645318512141226 "Clu" 3.882685 6.06813034841427
9 22 1 290 194.682926829268 41 174.388000555355 12.1625494447898 8512 146 456 228 0.057 456 154 5942 180.061 0.744 8 282 1584 264 0.198 "Naming" 223.717994512195 21.952397476472 0.610839747371769 "Clu" 3.882685 5.8995033563361
21 22 1 270 309.263157894737 38 112.446650863313 11.8318550100454 1348 294 1802 257.429 0.153 1084 226 8392 322.769 0.714 8 262 1558 311.6 0.133 "Naming" 244.030814447368 18.2040800287977 0.550299084654179 "Clu" 3.882685 5.73499610041453
10 22 1 258 338.5 40 187.678526583127 12.0076590742865 312 126 940 235 0.069 1136 174 11850 359.091 0.875 8 250 750 250 0.055 "Naming" 237.077084175 20.4983062147903 0.603696917985783 "Clu" 3.882685 5.8911285755311
22 22 1 314 291.435897435897 78 132.865199973456 12.2154848277437 1176 238 1230 246 0.054 4756 250 17120 267.5 0.753 8 306 4382 486.889 0.193 "Naming" 257.366263128205 38.2189495569076 0.594888735153046 "Clu" 3.882685 8.7944020284609
11 22 1 214 202 40 144.027069082196 12.030321294527 1148 142 142 142 0.018 484 166 6552 204.75 0.811 8 206 1386 198 0.172 "Naming" 240.939403 20.5954800574233 0.575963075739059 "Clu" 3.882685 5.76949749329158
23 22 1 350 244.057142857143 70 157.622518474238 12.4339391917587 412 114 3104 310.4 0.182 1104 114 12696 226.714 0.743 8 342 1284 321 0.075 "Naming" 244.053909785714 35.3769647981152 0.604326641073386 "Clu" 3.882685 10.2820918116456
12 22 1 402 291.41935483871 31 204.443745003371 11.9435727948707 564 146 1128 282 0.125 1040 178 6880 312.727 0.762 8 394 1026 205.2 0.114 "Naming" 246.053787870968 16.7731044786047 0.567392101120697 "Clu" 3.882685 4.99580894963382
24 22 1 330 267.023255813953 43 153.868176541669 11.9284209957634 852 486 3108 388.5 0.271 2792 182 7108 236.933 0.619 8 322 1266 253.2 0.11 "Naming" 228.228552790698 20.87734032098 0.559030784484993 "Clu" 3.882685 6.15156678749472
7 15 1 170 260.470588235294 34 178.471628576098 12.096183265094 236 342 576 288 0.065 12 158 7558 260.621 0.853 1504 330 722 240.667 0.082 "Naming" 258.271291176471 17.3539168605601 0.592411298328166 "Clu" 3.820979 5.07309261244789
19 15 1 238 293.142857142857 28 162.737628470646 11.2780985310945 268 954 3466 385.111 0.422 8 230 4110 241.765 0.501 1644 118 632 316 0.077 "Naming" 282.623546428571 14.2467339747579 0.53143866920953 "Clu" 3.820979 1.45117254316141
8 15 1 218 259.333333333333 45 106.869198962538 11.8130578155854 6032 350 1362 272.4 0.117 8 210 10308 257.7 0.883 0 0 0 0 0 "Naming" 234.698967155556 18.8283103628306 0.480909598332486 "Clu" 3.820979 6.02105325175458
20 15 1 202 239.573770491803 61 136.172181489234 11.9206107201741 228 318 3424 214 0.234 8 194 10890 253.256 0.745 8984 106 300 150 0.021 "Naming" 270.513407666667 30.0132231819354 0.566885117496198 "Clu" 3.820979 6.0439979728959
9 15 1 218 192.604651162791 43 141.964243941079 11.9212639596504 772 122 122 122 0.015 8 210 7674 196.769 0.927 356 178 486 162 0.059 "Naming" 267.493450930233 21.2784928547575 0.574934973670348 "Clu" 3.820979 5.00586679397979
21 15 1 298 229.428571428571 28 170.409311011837 11.7306790863922 3548 162 698 139.6 0.109 8 290 4590 218.571 0.715 3728 758 1136 568 0.177 "Naming" 273.404102357143 16.6677279045325 0.635304167314076 "Clu" 3.820979 3.941543489246
10 15 1 238 304.915254237288 59 112.423278796021 11.6800767743379 260 226 1204 200.667 0.067 8 230 16446 322.471 0.914 9712 266 340 170 0.019 "Naming" 264.11112338983 26.362341957397 0.530156951492961 "Clu" 3.820979 4.36265558353477
22 15 1 218 284.333333333333 48 131.794114387583 11.9883949719622 3992 218 360 180 0.026 8 210 12468 296.857 0.914 244 194 820 205 0.06 "Naming" 252.584517708333 23.1742694399009 0.54847872874916 "Clu" 3.820979 5.50120863649629
11 15 1 210 220 28 157.092678688184 11.3362347725515 232 246 2210 245.556 0.359 8 202 3672 204 0.596 5412 278 278 278 0.045 "Naming" 267.622266357143 14.6812351480656 0.545943543032286 "Clu" 3.820979 3.59140943257921
23 15 1 238 319.222222222222 36 158.594812738704 12.0012727517138 268 474 768 384 0.067 8 230 10358 313.879 0.901 9588 366 366 366 0.032 "Naming" 232.61459 19.9237215028689 0.596188928428438 "Clu" 3.820979 5.41710256298673
12 15 1 258 320.518518518519 27 188.324220857819 11.7571604670644 280 442 1088 272 0.126 8 250 7068 321.273 0.817 3752 498 498 498 0.058 "Naming" 241.229884777778 16.3626008542754 0.643922754948669 "Clu" 3.820979 4.25901244391844
24 15 1 234 262.857142857143 42 137.895910430185 11.897881239838 256 570 1700 283.333 0.154 8 226 9340 259.444 0.846 0 0 0 0 0 "Naming" 275.520621666667 22.6714387198202 0.596501294705936 "Clu" 3.820979 6.10757643202511
7 11 2 202 297.459459459459 37 152.421089049846 11.8545584442856 224 134 4972 276.222 0.452 8 194 5050 336.667 0.459 1728 242 984 246 0.089 "Naming" 282.174440540541 20.5878553194573 0.611533888582382 "Min" 2.275304 5.3279773890043
19 11 2 170 284.24 25 109.668608862328 11.3791806393975 2004 590 2738 304.222 0.385 8 162 2760 276 0.388 212 222 1608 268 0.226 "Naming" 293.1401384 12.9570927288901 0.53466343364259 "Min" 2.275304 2.90348673687404
8 11 2 194 285.135135135135 37 85.8822658607888 11.5425893387711 2976 942 1428 357 0.135 8 186 6642 246 0.63 236 146 2480 413.333 0.235 "Naming" 276.666325675676 18.0570822332021 0.525378808795693 "Min" 2.275304 4.41443735274979
20 11 2 282 222 46 129.054182749919 11.8290892498272 548 146 4588 208.545 0.449 180 102 4456 222.8 0.436 320 190 1168 292 0.114 "Naming" 286.833586956522 24.0125728220477 0.587594076086108 "Min" 2.275304 5.75926385933728
9 11 2 138 192.086956521739 46 145.100422253419 11.8370718334249 716 134 4012 182.364 0.454 8 130 3608 200.444 0.408 416 246 1216 202.667 0.138 "Naming" 284.318744347826 25.7086727440346 0.617369691021809 "Min" 2.275304 6.57733495304239
21 11 2 214 265.851851851852 27 129.231292371848 11.5240012544917 1424 150 2770 251.818 0.386 8 206 2686 298.444 0.374 252 206 1722 246 0.24 "Naming" 295.73410962963 15.4452317671921 0.598616473969213 "Min" 2.275304 3.28585145205619
10 11 2 270 257.087719298246 57 130.586870352318 12.0664076972446 728 118 2588 215.667 0.177 8 262 9304 244.842 0.635 480 186 2762 394.571 0.188 "Naming" 268.605542631579 28.4353012305283 0.58240514753305 "Min" 2.275304 7.98618544891027
22 11 2 254 388.444444444444 36 97.9086393337835 11.6959591758093 3476 230 2520 315 0.18 8 246 6986 410.941 0.5 292 186 4478 407.091 0.32 "Naming" 284.808343333333 15.1358762622717 0.489279595187643 "Min" 2.275304 4.21357707529832
11 11 2 258 230.588235294118 34 99.2990106291169 11.5422928842174 504 238 3516 219.75 0.448 8 250 3508 219.25 0.447 5716 602 816 408 0.104 "Naming" 279.867028529412 18.5380309381392 0.587327345420562 "Min" 2.275304 3.99083657430893
23 11 2 250 272.564102564103 39 87.2371891657211 11.3082247294852 564 238 4748 263.778 0.447 8 242 5012 278.444 0.471 284 250 870 290 0.082 "Naming" 312.139807179487 17.9237429871825 0.494944991673551 "Min" 2.275304 2.79132081886636
12 11 2 258 263.290322580645 31 139.829717080026 11.3204488074987 552 190 2198 199.818 0.269 8 250 5086 299.176 0.623 288 238 878 292.667 0.108 "Naming" 272.891040322581 15.4623283957263 0.535740850104078 "Min" 2.275304 3.31842107706219
24 11 2 218 348.235294117647 34 132.88270620935 11.56282438874 1248 502 4506 346.615 0.381 8 210 4858 373.692 0.41 252 354 2476 309.5 0.209 "Naming" 299.735248823529 19.4211830183681 0.587884717795628 "Min" 2.275304 4.85205660646042
7 24 1 182 254.111111111111 36 151.97129071638 11.9165673045202 900 234 1124 281 0.123 12 170 6868 245.286 0.751 384 162 1156 289 0.126 "Naming" 252.713659722222 19.3890473628889 0.605577647820048 "Clu" 3.483799 5.79091443106188
19 24 1 270 247.6 30 143.400407860824 11.1778537466621 2208 358 358 358 0.048 8 262 5116 232.545 0.689 324 278 1954 279.143 0.263 "Naming" 247.7344551 11.6908231669098 0.405414042340171 "Clu" 3.483799 1.88289778725969
8 24 1 218 306.875 32 98.9674351303734 10.9904631559081 2592 370 478 159.333 0.049 8 210 7966 346.348 0.811 256 174 1376 229.333 0.14 "Naming" 225.11737515625 12.7975429177671 0.440974592410989 "Clu" 3.483799 3.56936677839232
20 24 1 182 216.461538461538 52 115.016955280579 11.8031868499368 1572 106 200 100 0.018 8 174 10068 218.87 0.894 244 126 988 247 0.088 "Naming" 261.923429807692 24.6075619054801 0.554086241661622 "Clu" 3.483799 6.67627384598411
9 24 1 222 202.571428571429 42 161.577881463256 12.0712301045868 1676 218 388 194 0.046 8 214 7468 207.444 0.878 260 210 652 163 0.077 "Naming" 239.479962619048 23.9466181663875 0.641598516067424 "Clu" 3.483799 6.73658880283931
21 24 1 254 255.2 30 139.22065905086 11.4174196368719 664 242 622 207.333 0.081 8 246 5572 309.556 0.728 300 98 1462 162.444 0.191 "Naming" 261.606405 15.9361541150737 0.557505029297607 "Clu" 3.483799 4.16004774174503
10 24 1 210 240.352941176471 51 129.054641948234 11.705703703896 8868 150 336 168 0.027 8 202 11538 245.489 0.941 252 134 384 192 0.031 "Naming" 239.550646294118 22.6310940254428 0.509087865530762 "Clu" 3.483799 6.23075251407617
22 24 1 202 392.153846153846 39 135.411884991804 11.927762466301 14232 1038 1038 1038 0.068 8 194 10554 363.931 0.69 244 154 3702 411.333 0.242 "Naming" 231.926739487179 19.0306242776096 0.562720728036716 "Clu" 3.483799 5.38853129703733
11 24 1 146 223.888888888889 36 115.80243605725 11.148333067058 1792 214 418 139.333 0.052 8 138 5734 229.36 0.711 232 134 1908 238.5 0.237 "Naming" 240.936014166667 17.5600039486962 0.526505867668407 "Clu" 3.483799 3.58735454356438
23 24 1 242 354.170212765957 47 113.811135137433 11.86693457994 1188 342 496 248 0.03 8 234 15128 360.19 0.909 272 154 1022 340.667 0.061 "Naming" 251.585668510638 21.2124271235311 0.524208013812576 "Clu" 3.483799 5.74956699021787
12 24 1 254 307.230769230769 26 130.069838822514 11.1629942259232 3928 122 810 270 0.101 8 246 5034 296.118 0.63 292 366 2144 357.333 0.268 "Naming" 254.442393461538 15.2356681866046 0.608244068579873 "Clu" 3.483799 4.01970894874771
24 24 1 222 283.176470588235 34 143.630340577167 11.62077655066 3636 182 408 204 0.042 8 214 6466 258.64 0.672 640 762 2754 393.429 0.286 "Naming" 268.114468852941 19.0418541790411 0.607130228657104 "Clu" 3.483799 3.47058088099599
7 14 1 174 240.48275862069 29 175.249376533277 11.8794499943782 212 114 1454 207.714 0.208 8 166 4704 235.2 0.675 364 166 816 408 0.117 "Naming" 255.323861724138 15.9069845711992 0.591928490261202 "Clu" 3.78933 4.624433314002
19 14 1 154 278.421052631579 38 196.539909749258 11.8177125440311 200 118 550 183.333 0.052 8 146 5576 232.333 0.527 356 522 4454 404.909 0.421 "Naming" 239.880089210526 22.3889940908255 0.624767638693341 "Clu" 3.78933 3.52351273745451
8 14 1 178 293.157894736842 38 128.074972984252 11.9339521538938 2492 126 318 106 0.029 8 170 9738 314.129 0.874 1252 170 1084 271 0.097 "Naming" 246.637101052632 14.2434468267423 0.454673865888752 "Clu" 3.78933 5.72571244821254
20 14 1 158 205.471698113208 53 153.064705073674 12.0628224291945 2712 94 1716 171.6 0.158 16 142 8128 203.2 0.746 324 174 1046 348.667 0.096 "Naming" 236.325506226415 26.3032322277247 0.560886909914137 "Clu" 3.78933 6.50178007807765
9 14 1 190 217.265306122449 49 134.268474096573 12.0080189762593 228 90 1030 206 0.097 8 182 6784 212 0.637 412 246 2832 236 0.266 "Naming" 239.632985510204 21.876698731255 0.530529298527851 "Clu" 3.78933 5.72008741600969
21 14 1 206 224.526315789474 38 176.12178535747 11.9258491519412 8432 202 288 144 0.034 8 198 6350 235.185 0.744 384 222 1894 210.444 0.222 "Naming" 253.227209210526 19.201489907713 0.58195731663372 "Clu" 3.78933 5.26205230024487
10 14 1 198 237.753846153846 65 177.179214643888 12.3859140174139 1464 90 164 82 0.011 8 190 14556 242.6 0.942 308 222 734 244.667 0.047 "Naming" 255.562390461538 30.4284491230662 0.545320893711211 "Clu" 3.78933 9.50904426792027
22 14 1 170 282.125 32 150.633042578568 11.862239424753 2044 234 3036 379.5 0.336 8 162 5138 244.667 0.569 4368 198 854 284.667 0.095 "Naming" 230.462541875 17.8431294255986 0.593001284740529 "Clu" 3.78933 4.7533484533955
11 14 1 226 260 34 169.864041447446 12.0096907520333 7388 262 468 234 0.053 8 218 7686 265.034 0.869 632 258 686 228.667 0.078 "Naming" 232.856099117647 15.5330847730148 0.489746924130446 "Clu" 3.78933 4.8740298155533
23 14 1 230 325.25 48 138.687390683875 12.0592883171211 268 114 2012 251.5 0.129 8 222 11060 345.625 0.708 412 602 2540 317.5 0.163 "Naming" 270.242360625 25.7010295963139 0.603945261489161 "Clu" 3.78933 6.23393357923738
12 14 1 402 313.172413793103 29 162.093900261836 11.4051780856818 1556 134 134 134 0.015 8 394 8574 317.556 0.944 3700 374 374 374 0.041 "Naming" 268.307277586207 13.9962469425 0.492764691617994 "Clu" 3.78933 3.51214013188127
24 14 1 238 282.410256410256 39 137.079659247965 11.7865588306883 280 66 1388 231.333 0.126 8 230 7194 266.444 0.653 376 358 2432 405.333 0.221 "Naming" 241.63719974359 19.9096034487163 0.553421827687999 "Clu" 3.78933 5.26946844811418
7 4 2 202 215.444444444444 36 211.461314918609 12.214921796632 700 186 1286 183.714 0.166 8 194 5788 222.615 0.746 240 138 682 227.333 0.088 "Naming" 195.304202638889 15.4575129167824 0.42309667555436 "Min" 2.657324 5.15766417788202
19 4 2 222 292.923076923077 26 188.213242910327 11.8650064270952 1396 446 1630 232.857 0.214 8 214 5314 312.588 0.698 264 410 672 336 0.088 "Naming" 197.978799576923 8.17314881907361 0.319737993563795 "Min" 2.657324 3.82267523689327
8 4 2 198 246 50 174.371904591277 12.3799272548713 1472 338 1678 335.6 0.136 8 190 10114 246.683 0.822 3276 82 508 127 0.041 "Naming" 194.2988353 20.7871319434751 0.465653057855517 "Min" 2.657324 7.34203724717119
20 4 2 170 225 48 147.306601426732 11.9380156764009 2012 194 2092 174.333 0.194 8 162 7616 238 0.705 208 170 1092 273 0.101 "Naming" 194.8392204375 24.2695909411558 0.507215738902522 "Min" 2.657324 5.80753588125255
9 4 2 146 214.08 50 141.169328798093 11.6835804379094 924 102 2534 194.923 0.237 8 138 7020 219.375 0.656 440 286 1150 230 0.107 "Naming" 195.81658976 21.6391002501568 0.44314417547338 "Min" 2.657324 5.75750303596212
21 4 2 198 273.172413793103 29 160.435055007422 11.7483085968311 984 226 2882 262 0.364 8 190 3318 255.231 0.419 244 162 1722 344.4 0.217 "Naming" 199.163339517241 13.4664946107653 0.464570629560833 "Min" 2.657324 4.33146478928082
10 4 2 270 299.928571428571 56 176.182931993185 11.9202959582348 528 162 5198 346.533 0.309 8 262 10264 285.111 0.611 932 298 1334 266.8 0.079 "Naming" 204.397242339286 30.2676586700453 0.57471928217619 "Min" 2.657324 5.45312314356865
22 4 2 198 291.238095238095 42 137.609856754338 11.918774668608 8304 214 1732 216.5 0.142 8 190 9170 316.207 0.75 408 242 1330 266 0.109 "Naming" 175.112994690476 18.5068580699254 0.429098991144491 "Min" 2.657324 5.53809400828986
11 4 2 214 219.789473684211 38 233.631273346827 12.0347291089381 500 138 1572 196.5 0.188 8 206 4224 211.2 0.506 256 198 2556 255.6 0.306 "Naming" 209.334575789474 21.3985255135279 0.57700221819298 "Min" 2.657324 5.53982665545133
23 4 2 290 290.64 50 174.314167172848 12.2005585030967 1544 250 1830 261.429 0.126 8 282 10758 290.757 0.74 516 238 1944 324 0.134 "Naming" 211.20090158 18.6036471585703 0.404524732953258 "Min" 2.657324 7.33125808545378
12 4 2 238 376.909090909091 22 209.947770078824 11.3100958419688 1540 178 2466 352.286 0.297 8 230 3982 362 0.48 448 310 1844 461 0.222 "Naming" 218.821083863636 11.3183854661024 0.485777032742394 "Min" 2.657324 2.38554027187866
24 4 2 226 295.581395348837 43 149.964960353454 11.965190936926 1548 322 3544 295.333 0.279 8 218 8822 304.207 0.694 264 150 344 172 0.027 "Naming" 177.338424302326 13.9948855233571 0.34148793464014 "Min" 2.657324 5.34341793505091
7 3 2 178 273.529411764706 34 148.744328254739 11.9286401624578 752 90 518 172.667 0.056 8 170 7280 280 0.783 216 254 1502 300.4 0.162 "Naming" 212.420958764706 14.5360177677301 0.436145378091594 "Min" 2.962749 5.34242601400294
19 3 2 222 269.888888888889 36 175.386356779778 11.7573943214659 264 438 2720 272 0.28 8 214 6996 269.077 0.72 0 0 0 0 0 "Naming" 215.838575228571 13.8097927193452 0.409520111546986 "Min" 2.962749 5.04559402157665
8 3 2 214 280.358974358974 39 151.504640337727 11.9167445928962 252 394 3100 310 0.284 8 206 7834 270.138 0.716 0 0 0 0 0 "Naming" 241.312385435897 18.4878139435528 0.490493417172074 "Min" 2.962749 6.01637808618889
20 3 2 186 226.916666666667 48 157.28429524958 11.9582295368266 224 234 1910 212.222 0.175 8 178 8982 230.308 0.825 0 0 0 0 0 "Naming" 219.815771138889 22.7635387311032 0.495770937041283 "Min" 2.962749 7.21236387038286
9 3 2 214 201.75 48 170.688222008231 12.141433567071 252 150 1560 156 0.161 8 206 8124 213.789 0.839 0 0 0 0 0 "Naming" 230.137221133333 24.1761609114588 0.516051146164237 "Min" 2.962749 6.30313266971791
21 3 2 210 252.4 35 145.26120164909 11.7297000541255 252 254 3646 280.462 0.413 8 202 5188 235.818 0.587 0 0 0 0 0 "Naming" 237.493379142857 16.7859372274266 0.482606817352025 "Min" 2.962749 4.37990783995112
10 3 2 194 254.742268041237 97 142.353861530782 12.3060524267266 232 242 5756 261.636 0.233 8 186 18954 252.72 0.767 0 0 0 0 0 "Naming" 230.17146571875 43.4833297591861 0.480841376997653 "Min" 2.962749 8.47907529887509
22 3 2 206 328.938775510204 49 156.585259050574 11.9645164291021 248 194 5296 331 0.329 8 198 10822 327.939 0.671 0 0 0 0 0 "Naming" 230.479686326531 19.9154234431208 0.437983273527387 "Min" 2.962749 5.27662161506434
11 3 2 218 268.702702702703 37 145.128439465906 11.3570458650166 260 162 2936 244.667 0.295 8 210 7006 280.24 0.705 0 0 0 0 0 "Naming" 245.217913783784 19.7679647429016 0.524854629025061 "Min" 2.962749 3.37925278105262
23 3 2 214 266.733333333333 60 153.350450872059 12.1312855016986 252 446 2572 321.5 0.161 8 206 12350 262.766 0.772 1128 278 1082 216.4 0.068 "Naming" 251.695940966102 27.6396367674565 0.507906218745736 "Min" 2.962749 7.48099544892049
12 3 2 230 354 25 148.469006959844 11.3191446778563 260 186 4374 336.462 0.494 8 222 4476 373 0.506 0 0 0 0 0 "Naming" 264.7119812 12.1745053455274 0.455638650239329 "Min" 2.962749 3.31516771101159
24 3 2 218 257.344262295082 61 136.980945699408 12.0221518924521 256 246 2686 298.444 0.171 8 210 13012 250.231 0.829 0 0 0 0 0 "Naming" 202.414361557377 25.249225809904 0.437411478547968 "Min" 2.962749 8.34930920889025
7 1 2 190 205.179487179487 39 151.071985920837 11.974869471476 8 182 1682 186.889 0.21 640 250 5138 205.52 0.642 3324 174 1182 236.4 0.148 "Naming" 252.978910769231 20.7514489072575 0.593515002094634 "Min" 4.766357 5.03366097642815
19 1 2 226 254.4 20 182.14214193496 11.5563331315696 8 218 2584 258.4 0.508 1476 210 1676 209.5 0.329 544 246 828 414 0.163 "Naming" 223.631806 11.7690751567333 0.576677132464524 "Min" 4.766357 3.25998850263096
8 1 2 430 239.565217391304 46 136.36276633265 11.8977579804365 8 422 2922 224.769 0.265 632 166 8098 245.394 0.735 0 0 0 0 0 "Naming" 231.492417608696 22.8004482016038 0.558688656723336 "Min" 4.766357 5.93571864540632
20 1 2 162 213.868852459016 61 133.824948073595 11.7929173161868 8 154 1484 148.4 0.114 412 138 8864 211.048 0.679 9632 62 2698 299.778 0.207 "Naming" 229.152022295082 28.7973166812215 0.562678595256706 "Min" 4.766357 7.76712530943222
9 1 2 370 221.918367346939 49 180.074047005146 11.988613859783 8 362 2268 189 0.209 1584 86 7568 236.5 0.696 1080 262 1038 207.6 0.095 "Naming" 229.542030612245 26.4688663472651 0.603358978645645 "Min" 4.766357 6.53854842858801
21 1 2 598 242.864864864865 37 151.494092650718 11.764956512268 8 590 2718 181.2 0.302 1308 146 5240 262 0.583 5240 478 1028 514 0.114 "Naming" 247.149422972973 22.1791298360762 0.663066097550437 "Min" 4.766357 4.55915604065451
10 1 2 322 251.045454545455 88 126.04975249435 11.9067274914273 8 314 3254 171.263 0.147 556 274 18644 274.176 0.844 3068 194 194 194 0.009 "Naming" 223.939056781609 35.6402562987023 0.488038964218437 "Min" 4.766357 6.71611223467142
22 1 2 278 266.65306122449 49 151.045500799204 12.1467494595478 8 270 1816 227 0.139 944 242 10502 283.838 0.804 324 186 748 187 0.057 "Naming" 229.6873 22.5398250268994 0.549173091678502 "Min" 4.766357 7.45201394037854
11 1 2 318 229.878787878788 33 123.923761398519 11.8966344034723 8 310 2092 261.5 0.276 364 202 4592 208.727 0.605 5320 278 902 300.667 0.119 "Naming" 236.069578484848 16.5816890820287 0.55415621565678 "Min" 4.766357 4.90951563273399
23 1 2 278 203.28813559322 59 117.624245505034 12.2270796835283 8 270 3664 261.714 0.305 592 498 7924 188.667 0.661 1808 206 406 135.333 0.034 "Naming" 240.049881724138 25.5505894048107 0.504171829432142 "Min" 4.766357 6.21717564523338
12 1 2 242 343.925925925926 27 192.28366042646 11.41989448314 8 234 1148 287 0.124 492 318 6270 368.824 0.675 284 158 1868 311.333 0.201 "Naming" 246.76058962963 15.2377506909984 0.578455443364244 "Min" 4.766357 3.20855630107324
24 1 2 266 280.634146341463 41 125.685735474252 11.6667972132809 8 258 3328 277.333 0.289 604 154 7492 288.154 0.651 1340 314 686 228.667 0.06 "Naming" 227.040981463415 17.4958994369237 0.49748308713665 "Min" 4.766357 4.13800763472748
