Sub	Image	Cond	Lat	Time	Dur	Amp	Amp1B	Amp2B	Vel	rAmp1B	rAmp2B	AbsDir180	RelDir1B180	RelDir2B180	AbsBin180	RelBin1B180	RelBin2B180
JIMM1.asc	alley-n	M	252.173913	6336	45.2173913	10.58910985	14.95190083	16.26930742	300.2608696	-4.386996091	-5.832743086	111.9776	104.2154753	88.07095223	110	100	85
JIMM1.asc	attic2-n	M	221.6363636	6072	39.63636364	6.876675463	11.70520414	14.57521902	249.5	-4.92205474	-8.149294897	118.4992388	110.9739471	113.0294648	115	110	110
JIMM1.asc	attic-z	M	252.3809524	6008	36.38095238	6.365028029	11.58883678	14.95440977	221.6666667	-5.300894842	-8.7628096	121.3807314	118.5584611	109.7202465	120	115	105
JIMM1.asc	barn-n	M	209.8333333	6100	45.5	8.29614011	13.86419234	16.13195133	257.2083333	-5.793049971	-8.439787635	115.5939484	118.5510393	108.8969141	115	115	105
JIMM1.asc	bar-z	M	224.6956522	6116	40.34782609	8.421247785	14.61952467	17.16741351	242.6086957	-6.48323676	-9.969469743	124.5919475	117.2253978	116.6854921	120	115	115
JIMM1.asc	bath2-n	M	224.6666667	6172	37.33333333	7.078493325	11.71989414	14.50949161	239.6666667	-5.035987881	-8.192631365	126.7626091	121.1735613	110.77913	125	120	110
JIMM1.asc	bath-z	M	213.9130435	6044	42.43478261	8.407323668	15.47236179	19.18009652	254.9130435	-7.250472453	-11.41915693	114.786597	123.0227119	109.661445	110	120	105
JIMM1.asc	bed2-n	M	257.1428571	6004	45.33333333	9.873519447	16.07287331	19.22165021	278.7142857	-6.546794253	-10.84652939	102.8504053	117.1530472	97.66982699	100	115	95
JIMM1.asc	bed3-z	M	280.4444444	6288	50	10.37427668	17.1812169	20.26374243	296.7222222	-7.166662814	-11.32216497	104.3325708	103.6300406	92.34890442	100	100	90
JIMM1.asc	bed4-n	M	264.4	6188	37.8	7.684966449	14.13919287	17.89566988	251.35	-6.888700836	-11.28700668	106.6590109	109.8200993	102.2263858	105	105	100
JIMM1.asc	bed-z	M	232	6096	37.89473684	7.657534094	12.65217708	14.00216963	251.3157895	-5.793011027	-7.391401221	102.7235583	103.6582867	90.87720315	100	100	90
JIMM1.asc	board-z	M	225.0434783	6212	38.95652174	7.346922409	13.01240812	15.53888586	264.5652174	-5.895990505	-8.642062988	100.1465215	107.7033409	96.8834971	100	105	95
JIMM1.asc	chap-n	M	270.5454545	6188	43.27272727	8.791504554	13.84527093	17.15073995	269.8636364	-5.626631393	-9.139901819	125.745622	125.2567852	103.5560209	125	125	100
JIMM1.asc	cloi-z	M	235.6666667	6576	39.83333333	7.736622977	14.31585178	16.99102247	250.2916667	-6.67060456	-9.942659866	115.4831456	124.4451264	104.8680845	115	120	100
JIMM1.asc	comp-n	M	236.8333333	6188	39.5	7.477811208	11.72021912	13.77934034	238.625	-4.420578613	-6.778064205	107.9506223	100.8651809	102.0643701	105	100	100
JIMM1.asc	den-z	M	230.6086957	6136	41.39130435	8.243415458	14.02395	18.07575281	268.3478261	-5.990984262	-10.37743144	101.1185732	130.5105946	118.7003926	100	130	115
JIMM1.asc	din2-z	M	285.0526316	6132	33.68421053	6.440394244	9.568669202	11.95740639	221	-3.59444055	-6.795802239	100.6073188	103.4235055	99.94776462	100	100	95
JIMM1.asc	din-n	M	234.8333333	6508	44	9.819537174	13.81027814	16.50416165	284.7083333	-4.196071221	-7.060391914	101.0533709	114.599448	103.3761566	100	110	100
JIMM1.asc	dorm2-z	M	232	6472	39.66666667	7.803684454	11.89369374	13.79055096	263.4583333	-4.251909204	-6.796481902	107.748052	109.4356979	94.06589251	105	105	90
JIMM1.asc	dorm-n	M	241.3913043	6248	41.73913043	8.197384288	12.91500869	15.23786202	246.826087	-5.057197163	-7.41312256	102.8539901	112.8688533	99.00163681	100	110	95
JIMM1.asc	exer-n	M	274.4	6096	35.6	5.951263105	10.04112245	12.27359899	223.55	-4.3971125	-6.987417954	114.5794001	107.4538837	97.16249958	110	105	95
JIMM1.asc	fam2-n	M	246.6666667	6352	43.23809524	9.414481883	17.16493643	19.28487226	261.5714286	-7.85725231	-11.00109948	108.0048459	107.0430057	94.1394425	105	105	90
JIMM1.asc	fam3-z	M	222.4761905	6056	40	8.499338621	14.02241325	17.2332691	286.3333333	-5.832157919	-9.33560077	106.878867	98.47499994	100.2597372	105	95	100
JIMM1.asc	fam-n	M	224	6260	42.08695652	9.602486399	16.5040817	18.58756134	269.3913043	-7.198829556	-9.952008263	98.24795329	110.585767	103.2801761	95	110	100
JIMM1.asc	fanc-n	M	222.3333333	6276	41.83333333	8.406434859	15.49547559	19.66368838	265.6666667	-7.393992234	-11.92387551	121.612916	115.7161278	109.7978667	120	115	105
JIMM1.asc	fish-z	M	362.9333333	6016	53.06666667	13.09497877	17.21318398	18.40039713	320.2666667	-6.056114653	-8.170430395	112.0347017	95.11112066	70.41949289	110	95	70
JIMM1.asc	frat-n	M	264.1818182	6248	41.63636364	9.338283046	15.13546113	17.16292739	266.3181818	-6.479455753	-8.639517961	115.1446388	112.8633198	110.5044101	115	110	110
JIMM1.asc	fryd-z	M	286.7368421	6556	40.84210526	9.435050273	15.38623816	14.31329912	268.6315789	-6.572928511	-6.56008345	93.9992238	108.87491	104.1295865	90	105	100
JIMM1.asc	gal2-z	M	326.8888889	6200	26	3.567738861	7.505385864	10.75379946	161.3333333	-4.307182995	-7.625733034	118.4890135	93.42445142	85.85656018	115	90	85
JIMM1.asc	gal-n	M	254.0952381	6620	39.04761905	8.773010275	14.24413689	15.96866933	268.7142857	-5.794872796	-7.610520437	112.4746022	107.7253232	97.0366089	110	105	95
JIMM1.asc	gara-n	M	244.3636364	6116	42.90909091	8.83251754	14.41500186	17.28858542	267.0909091	-5.666679638	-8.912886242	119.5452641	118.5224748	105.9559044	115	115	105
JIMM1.asc	gas-z	M	222.1666667	6184	29.16666667	5.108349593	8.350833084	9.959416175	194.4166667	-3.590232128	-5.407833223	136.3647982	119.2439669	102.6165007	135	115	100
JIMM1.asc	hous-n	M	229.3913043	6072	39.82608696	7.54536453	14.52218703	18.97582239	246.2173913	-7.39461948	-12.28850154	100.8191662	126.7521853	111.2998158	100	125	110
JIMM1.asc	kit2-n	M	276.4705882	6128	28	3.982908306	7.634843714	9.427091779	170.2352941	-4.010309092	-5.898228123	109.2275499	114.7654619	109.2376973	105	110	105
JIMM1.asc	kit3-z	M	237.7391304	6124	36.86956522	7.55057061	12.46789086	15.16277293	246.173913	-5.196825767	-8.387002481	122.2283442	120.578629	105.2943758	120	120	105
JIMM1.asc	kit4-n	M	238.8	6212	37.4	7.493269354	14.00318574	18.2854242	242.25	-6.773873469	-12.0705813	116.2613587	114.1114195	110.8475245	115	110	110
JIMM1.asc	kit5-z	M	291.3684211	6016	47.15789474	11.74583272	18.27935675	19.29366185	298.6842105	-6.947606546	-9.307131123	114.4369753	108.1542028	97.1541655	110	105	95
JIMM1.asc	kit6-n	M	246.3636364	6364	39.63636364	7.583854203	12.99780671	15.73933801	256.5454545	-6.073906863	-8.997505042	125.3113866	112.4265114	101.3004627	125	110	100
JIMM1.asc	kit7-z	M	265.0909091	6136	40	9.128999304	14.39932019	17.25912133	276.7727273	-5.963433418	-8.867407889	133.255249	126.8657971	109.9088171	130	125	105
JIMM1.asc	kit8-n	M	232.6956522	6020	36.69565217	6.986375725	12.26750885	15.85484077	237.7826087	-5.529334931	-9.529692027	110.8547072	116.7254973	107.3928641	110	115	105
JIMM1.asc	kit-z	M	241.0434783	6248	33.04347826	6.215099875	10.17800759	12.36798374	229.4782609	-4.358007613	-6.888720533	106.0094356	116.5582575	97.48760538	105	115	95
JIMM1.asc	lab2-n	M	248	6212	32.16666667	6.017853099	10.61626044	13.98628187	209.3333333	-4.903537193	-8.584470691	123.3842145	128.0647509	129.4624592	120	125	125
JIMM1.asc	lab-z	M	241.3333333	6560	43.04761905	9.7735106	16.55262148	17.01606401	297.4285714	-7.416451612	-9.12763622	115.8012232	105.7134626	90.42451069	115	105	90
JIMM1.asc	laun-z	M	288.4705882	6000	54.82352941	12.85364188	22.6775483	25.31901457	311.6470588	-10.29307614	-14.39322931	90.98623725	99.58845376	102.0839813	90	95	100
JIMM1.asc	liv2-n	M	286.9473684	7104	34.73684211	8.029756256	13.97055251	18.02435744	246.3157895	-6.23043548	-10.91729973	118.6423617	109.8179963	98.68149724	115	105	95
JIMM1.asc	liv3-z	M	279.2	6120	38.6	7.600726529	11.87988664	14.41217016	238.55	-4.316085955	-7.020704178	94.95386868	110.5506068	99.50321167	90	110	95
JIMM1.asc	liv4-n	M	243.3333333	6092	29.66666667	5.355310187	9.693113294	12.78065611	195.6666667	-4.674415615	-7.847573101	110.2948481	115.9784215	92.38037378	110	115	90
JIMM1.asc	lof1-z	M	232.3636364	6044	39.81818182	8.742880349	12.90125015	14.00126101	270.1363636	-4.46222776	-5.720023358	121.513105	116.4795265	126.2626025	120	115	125
JIMM1.asc	mari-n	M	273.8	6060	40.6	9.145703385	16.20132703	20.05493858	276.8	-7.722702062	-11.69414824	135.1658704	117.3024227	106.944742	135	115	105
JIMM1.asc	off1-z	M	239.0909091	6160	42.90909091	9.170564513	14.47762292	17.47097853	257.8636364	-5.500071034	-8.783930204	120.2314048	109.6855781	109.0525752	120	105	105
JIMM1.asc	off2-n	M	222.7826087	6060	38.60869565	7.5866973	11.66733751	13.1377867	258.8695652	-4.290215903	-5.901050154	126.7252126	111.3780458	116.1967036	125	110	115
JIMM1.asc	pat-z	M	224.6666667	6116	37.77777778	8.355547778	15.74611353	18.16589209	271.9444444	-7.676409182	-10.62302742	71.30619588	121.6855404	105.9459125	70	120	105
JIMM1.asc	pink-n	M	236.3478261	6348	33.04347826	6.611036736	11.57726584	14.97700713	231.173913	-5.072442683	-8.935101276	121.0727992	112.9324975	109.0358454	120	110	105
JIMM1.asc	play-z	M	212	6028	39.36842105	6.987544375	14.6271405	18.75704448	239.6315789	-7.659312673	-12.72769722	110.5594084	118.9746875	107.1781899	110	115	105
JIMM1.asc	pond-n	M	284.5714286	6204	33.71428571	7.358325642	10.08034674	11.20406657	238.2380952	-3.166307754	-4.53458337	121.8654224	117.4973302	98.54093279	120	115	95
JIMM1.asc	pool2-n	M	217.1666667	6132	41.83333333	8.210582956	11.43697693	12.90486536	277.0833333	-3.585655949	-5.499686608	118.3459715	111.18405	92.4565977	115	110	90
JIMM1.asc	poolh-z	M	205.7777778	6204	33.62962963	7.572054363	12.16112774	15.06056676	239	-4.830732705	-8.178989996	132.3041971	106.4595265	121.918226	130	105	120
JIMM1.asc	pool-z	M	249.4	6220	41.8	8.389079119	12.60285702	15.23339347	255.45	-4.449318188	-7.841289833	117.3024071	119.0278553	112.5262891	115	115	110
JIMM1.asc	rest-n	M	224.48	6284	42.72	9.702998723	17.09500059	19.75529613	280.44	-7.522673462	-10.52909829	128.4370372	134.2622932	115.2761254	125	130	115
JIMM1.asc	stable-z	M	274.5454545	6148	26.72727273	4.253792082	6.404502915	7.594798071	166.2727273	-2.631343466	-3.867849481	109.4593546	114.0052354	102.5672909	105	110	100
JIMM1.asc	stage-n	M	266.1818182	6080	32.72727273	6.615858328	8.516629634	10.01109557	217.2727273	-2.256848687	-4.032010552	106.4966403	117.7219246	109.0665279	105	115	105
JIMM1.asc	stair-z	M	251.1304348	6012	32.69565217	8.210392705	13.34785401	17.33507515	250.9130435	-5.718436093	-9.77908204	111.2450358	128.6597958	101.0705065	110	125	100
JIMM1.asc	still-n	M	272	6152	29.71428571	5.479820352	9.073332686	11.52921248	195.7142857	-3.671768277	-6.39240249	122.5366188	93.84839104	88.61667057	120	90	85
JIMM1.asc	studio-z	M	238.7826087	6084	32.86956522	6.298108249	9.522014541	11.70298527	215.9565217	-3.328366667	-5.785038458	108.1213686	118.4538378	96.59415491	105	115	95
JIMM1.asc	train-n	M	221.2727273	6112	29.45454545	5.283596068	9.540021066	11.35687452	207.8636364	-4.448501104	-7.045072761	131.0051069	121.5054347	123.7732307	130	120	120
JIMM1.asc	work-z	M	261.8181818	6236	43.09090909	9.320515551	15.60411712	20.08627704	258.7272727	-6.801427167	-11.6432856	123.3075735	108.440523	109.3012865	120	105	105
JIMM1.asc	xmas-n	M	234.1666667	6176	40.5	9.024192043	14.39937296	17.82647844	262.1666667	-5.617237125	-9.229164235	107.3766809	111.24939	108.0121349	105	110	105
JIMM10.asc	alley-n	M	267.4	6272	40.4	9.319017637	12.74800549	15.24255263	281.15	-3.531493299	-6.167469527	105.8492812	107.3875619	109.7928106	105	105	105
JIMM10.asc	attic2-n	M	301.6470588	6284	48	12.45555363	15.19286679	13.53329322	360.5882353	-3.149582877	-2.144889899	103.7737199	108.6917908	101.3236368	100	105	100
JIMM10.asc	attic-z	M	245.4	6156	41.8	9.377617243	13.96879045	17.43550582	289.4	-5.102467496	-8.642856635	130.9975282	116.7583184	110.960053	130	115	110
JIMM10.asc	barn-n	M	330.6666667	6096	46.4	11.57092244	14.7092215	14.08601414	357.4666667	-3.372344987	-3.993739179	80.63932909	108.8025579	82.59861769	80	105	80
JIMM10.asc	bar-z	M	295.7777778	6220	43.33333333	9.525520422	12.85793334	14.84015934	305.1111111	-3.70387574	-6.764191899	112.2581311	99.44379072	111.9316163	110	95	110
JIMM10.asc	bath2-n	M	296.4705882	6316	50.35294118	11.81711531	15.47458929	17.95329137	345.4117647	-4.211983929	-7.233039662	118.4955107	91.35636491	86.59750958	115	90	85
JIMM10.asc	bath-z	M	291.7777778	6280	42	9.344031398	14.96532721	17.02934402	292.0555556	-6.331632396	-8.974403823	103.5912628	108.3244163	88.58059314	100	105	85
JIMM10.asc	bed2-n	M	284.4	7064	49.6	12.6433556	19.70502846	22.75605843	355.25	-7.726556918	-11.49734897	119.2682419	120.2523737	115.1836766	115	120	115
JIMM10.asc	bed3-z	M	296	6336	43.05882353	10.00042459	15.42693657	15.82118358	321.9411765	-6.179549183	-6.927067626	95.62947778	93.58698594	103.4056851	95	90	100
JIMM10.asc	bed4-n	M	270.4444444	6060	47.33333333	11.47657493	17.91167607	16.20639314	325.8888889	-6.472871697	-5.564526434	120.234275	122.0364194	101.9849451	120	120	100
JIMM10.asc	bed-z	M	307.5555556	6824	47.77777778	11.63113212	15.92904406	18.49544344	359.2777778	-4.992750379	-7.647764262	116.7199346	89.78362605	95.65167675	115	85	95
JIMM10.asc	board-z	M	266.9473684	6004	44.21052632	9.167400006	11.57315148	13.77028546	326.4736842	-2.918548203	-6.471517403	102.1869964	111.8985175	101.4460606	100	110	100
JIMM10.asc	chap-n	M	247.4	6328	46.8	11.55601706	17.07400913	17.93697997	345.7	-6.032197267	-7.563769878	92.18458617	124.0103755	114.6979029	90	120	110
JIMM10.asc	cloi-z	M	233.9047619	6208	46.28571429	10.9515232	14.92362314	16.54168956	324.5714286	-4.036038313	-6.356309295	114.7718109	87.84807458	95.1089659	110	85	95
JIMM10.asc	comp-n	M	268	6084	41.47368421	8.647476761	12.28783253	14.38852769	299.5263158	-4.332851008	-7.470976585	89.06453204	99.4651779	96.24291086	85	95	95
JIMM10.asc	den-z	M	331.2	6184	51.2	12.39862137	16.59313979	11.34276835	338.2666667	-5.077586637	-0.624532447	132.4890744	94.91641668	86.59327323	130	90	85
JIMM10.asc	din2-z	M	340	6056	38.13333333	7.635145973	9.560412197	9.671085862	251.2666667	-2.076782667	-2.834918568	108.3839191	103.2700767	92.7378349	105	100	90
JIMM10.asc	din-n	M	281.7777778	6328	43.11111111	9.711031082	10.9532465	12.11579769	311.3333333	-2.330019373	-4.197672837	108.6532018	96.79390887	97.23573422	105	95	95
JIMM10.asc	dorm2-z	M	319	6284	49	11.11548432	12.26278139	13.48880044	333.25	-1.584823571	-3.724486488	104.2835606	111.8623529	83.16214922	100	110	80
JIMM10.asc	dorm-n	M	318.4444444	6528	44	8.876925866	14.61114331	16.0823476	282.5	-6.18908043	-7.816617098	122.8675529	114.6566907	101.7007514	120	110	100
JIMM10.asc	exer-n	M	293.7777778	6552	45.33333333	10.05480416	15.27434082	15.00931225	316.7222222	-5.541441902	-6.197965445	108.8040716	109.757091	107.7056306	105	105	105
JIMM10.asc	fam2-n	M	345.7142857	6108	37.71428571	6.62195178	10.9793297	13.26244054	234.7142857	-5.598185129	-7.935065802	108.5007255	96.95500476	75.11424745	105	95	75
JIMM10.asc	fam3-z	M	291.1111111	6224	43.55555556	8.542484952	11.6346489	12.39407961	307.7222222	-3.442980342	-5.068909833	93.03676596	109.3557927	107.9931457	90	105	105
JIMM10.asc	fam-n	M	288.1904762	6548	42.66666667	8.118585144	12.28409096	13.68306951	274.5714286	-4.729004737	-6.6068228	107.1510964	108.7898341	90.72735154	105	105	90
JIMM10.asc	fanc-n	M	298.3333333	6772	41	6.937090465	11.73277917	13.32306513	267.8333333	-5.471697074	-7.664554015	91.74013542	102.899417	74.00570375	90	100	70
JIMM10.asc	fish-z	M	249.1428571	6324	42.66666667	8.459158409	13.86332254	15.96882223	302.7619048	-5.546008806	-8.089971231	117.1775008	96.62559953	98.54569454	115	95	95
JIMM10.asc	frat-n	M	288	6216	40.94117647	8.846372277	12.76662107	13.04857755	286.8823529	-4.602809466	-5.775484821	116.4105162	108.3497329	94.59275321	115	105	90
JIMM10.asc	fryd-z	M	264.6315789	6188	41.47368421	8.410857067	13.04059947	15.56701243	280.6315789	-5.304036065	-8.423530318	121.5994835	97.69625698	106.8486931	120	95	105
JIMM10.asc	gal2-z	M	271.25	6580	42	8.488807466	11.49686974	14.02791668	298.5625	-3.8306681	-6.801213703	96.63404117	132.2127409	114.2602188	95	130	110
JIMM10.asc	gal-n	M	303.5294118	6000	44.94117647	8.819613784	12.63241895	14.7734935	278.1176471	-4.108389009	-7.309062503	99.45510362	115.8162832	120.065326	95	115	120
JIMM10.asc	gara-n	M	284.8888889	6168	46.66666667	9.695250471	13.44287248	14.99996575	296.9444444	-4.428946909	-6.051343106	90.65380712	107.7877676	93.23800888	90	105	90
JIMM10.asc	gas-z	M	249.3333333	6068	34.66666667	6.286436017	9.445125457	9.517213825	246.3333333	-3.981393661	-4.310753167	132.7651295	107.7318692	91.81911656	130	105	90
JIMM10.asc	hous-n	M	307.1111111	6600	39.55555556	6.473168029	9.440421175	11.99660593	257.5	-3.775249121	-6.846607635	101.7759862	95.05932462	101.0147127	100	95	100
JIMM10.asc	kit2-n	M	363.7333333	6128	36.26666667	6.308923862	9.58305265	12.02863981	245.2	-3.807754254	-6.374430308	85.63759475	124.9589747	120.3332352	85	120	120
JIMM10.asc	kit3-z	M	271.3684211	6284	36	6.110299904	10.33083032	12.08883876	238.8947368	-5.096054897	-6.958609875	85.90221688	113.421686	93.35613501	85	110	90
JIMM10.asc	kit4-n	M	263.2941176	6200	47.76470588	11.49766252	16.95933323	14.11976495	347.5294118	-5.978935996	-3.657063294	115.6296781	126.3223142	71.56493052	115	125	70
JIMM10.asc	kit5-z	M	303.1111111	6248	46.66666667	9.162168381	11.81261333	15.4545514	299.8888889	-3.315275092	-7.276213935	104.9351082	95.46875499	119.5112555	100	95	115
JIMM10.asc	kit6-n	M	315.7894737	6500	40.21052632	7.507964826	12.01243535	15.44609779	261.6315789	-4.76925956	-8.832335289	116.6586466	120.5974848	111.4694346	115	120	110
JIMM10.asc	kit7-z	M	294.25	6092	40.25	8.587316604	12.28702059	14.21044628	303.75	-4.834636963	-7.339434489	106.1468771	90.48854599	84.57261806	105	90	80
JIMM10.asc	kit8-n	M	270.7368421	6416	47.57894737	9.256494744	13.1122835	14.81890587	290	-3.964515397	-5.970356389	116.7325356	105.6077403	90.25579922	115	105	90
JIMM10.asc	kit-z	M	265.8947368	6128	44.84210526	8.218850954	10.02386919	10.58135735	285.8947368	-2.028936565	-3.596878608	97.02115416	81.80323544	79.4985004	95	80	75
JIMM10.asc	lab2-n	M	256.2222222	6060	45.77777778	9.496574924	13.67315798	13.89513693	315	-4.528018836	-5.188221027	107.0855694	114.1382642	95.10736811	105	110	95
JIMM10.asc	lab-z	M	263.6	6252	41.8	8.532418738	13.92539471	18.0970226	296.95	-5.609787824	-10.61796719	107.0736148	99.38667464	97.18631837	105	95	95
JIMM10.asc	laun-z	M	344.2666667	6188	49.06666667	11.20431322	12.93231631	12.73371984	323.1333333	-2.659646737	-4.371950011	126.3502013	122.8265662	86.98215068	125	120	85
JIMM10.asc	liv2-n	M	251.4545455	6304	38	7.511945371	12.18808723	12.54158721	281.1818182	-5.279649486	-6.266525887	100.2259635	114.0103788	92.11737127	100	110	90
JIMM10.asc	liv3-z	M	254.4444444	6116	36	6.378744435	9.69557037	10.06932779	274.0555556	-3.718448079	-4.590427137	105.3767777	107.2080167	92.13720385	105	105	90
JIMM10.asc	liv4-n	M	268.6315789	6004	44.63157895	9.108986693	14.19095404	15.78051744	295.3157895	-5.392908622	-8.113509115	111.7151989	117.653335	105.4919578	110	115	105
JIMM10.asc	lof1-z	M	268	6140	40.63157895	7.721374598	12.01945222	13.22014173	284	-4.616051988	-6.499671093	111.3858026	112.9881234	100.8174337	110	110	100
JIMM10.asc	mari-n	M	304.6666667	6080	41.55555556	7.922275834	11.9457764	13.79974877	282.9444444	-4.344469958	-6.460236134	101.8869577	89.57482221	89.23946341	100	85	85
JIMM10.asc	off1-z	M	294	6160	35.75	5.814581087	10.41821963	11.03277401	222.125	-4.629913266	-5.457001976	92.80683671	116.3763651	88.12007301	90	115	85
JIMM10.asc	off2-n	M	289.3333333	6156	42.22222222	7.977241106	9.278150042	10.78287053	294.2222222	-1.774489389	-3.436379749	117.0777529	122.3526017	87.13578574	115	120	85
JIMM10.asc	pat-z	M	250	6656	40	7.730030895	11.77261029	14.02332127	273.1818182	-4.265619613	-6.816775679	100.6166397	100.2364778	102.7207376	100	100	100
JIMM10.asc	pink-n	M	307.7333333	6972	37.33333333	7.762679482	10.24819957	8.788225944	276.7333333	-3.338255878	-2.483296969	108.535352	111.5214109	88.38021505	105	110	85
JIMM10.asc	play-z	M	333.4117647	6332	42.58823529	7.243426134	11.27226287	13.2979746	257.2352941	-4.250088324	-6.900116375	98.09587047	99.10964176	76.75428517	95	95	75
JIMM10.asc	pond-n	M	257.9047619	6108	46.47619048	10.10113172	15.51298357	16.88431916	331.7619048	-6.062770149	-7.617081806	105.6720751	106.8906231	112.7965687	105	105	110
JIMM10.asc	pool2-n	M	280.8421053	6172	48.84210526	9.978202541	13.23412855	15.00193686	332.6315789	-3.665365736	-6.500794201	97.51734802	96.06105733	87.6182162	95	95	85
JIMM10.asc	poolh-z	M	301.4117647	6184	39.76470588	6.871731994	10.96025574	14.13070856	274	-4.171019505	-7.804965927	94.98501391	108.9126572	114.0476318	90	105	110
JIMM10.asc	pool-z	M	294.2222222	6300	38.44444444	6.102355116	10.57412029	12.43938329	214.1111111	-4.540754971	-6.916012441	95.92749116	117.7331053	93.41397513	95	115	90
JIMM10.asc	rest-n	M	295.1578947	6368	44.84210526	8.629421857	13.59563866	15.31952615	287.6842105	-5.6136192	-7.592654283	107.0397685	124.5280392	80.78561281	105	120	80
JIMM10.asc	stable-z	M	263.1578947	6264	34.73684211	5.900574165	8.424193527	10.99020851	248.6842105	-2.577466348	-5.580250922	122.8563316	99.24340177	101.0551175	120	95	100
JIMM10.asc	stage-n	M	233.3333333	6112	41.14285714	7.814574908	11.48668056	11.96416479	291.047619	-4.315335691	-4.898354155	95.70837282	91.99788445	99.12924929	95	90	95
JIMM10.asc	stair-z	M	276.8421053	6336	30.94736842	4.98624147	8.730954792	9.635953664	211.1052632	-4.021040976	-5.814261781	102.5896241	103.8083252	93.10271042	100	100	90
JIMM10.asc	still-n	M	318.8571429	6364	35.14285714	5.864792388	8.091646087	8.947253245	249.7142857	-2.700129548	-3.637082864	79.3628084	111.3520915	122.3879937	75	110	120
JIMM10.asc	studio-z	M	248	6188	42.10526316	8.069540312	11.05726797	11.48453973	307.9473684	-3.283985209	-4.342370256	107.7886956	109.4816889	84.50702982	105	105	80
JIMM10.asc	train-n	M	297.7777778	6092	33.77777778	5.738985493	9.26917389	12.71452456	216.0555556	-3.639668863	-7.199172055	108.2921454	105.4266409	86.85224955	105	105	85
JIMM10.asc	work-z	M	304	7016	37.77777778	7.281178126	12.9762746	13.5561615	263.7777778	-6.200462199	-7.306414648	125.693924	115.1274417	95.18906849	125	115	95
JIMM10.asc	xmas-n	M	311.5294118	6096	39.05882353	6.58597902	9.371331818	11.6473226	252.8823529	-3.782646477	-6.966154476	110.5962249	104.8087837	95.70199822	110	100	95
JIMM11.asc	alley-n	M	253.2	6068	36.4	13.27682624	20.22789308	23.47079911	302.55	-7.204084837	-10.65907815	100.0836294	111.6841582	111.8354557	100	110	110
JIMM11.asc	attic2-n	M	253.2727273	6436	33.09090909	8.496368597	12.46467743	15.76309711	276.6363636	-4.270348167	-7.724859386	91.16936766	104.334606	104.0985196	90	100	100
JIMM11.asc	attic-z	M	229.2727273	6668	34.18181818	9.346706037	14.66117398	17.70876794	286.1818182	-5.519792898	-9.306000454	111.289427	120.1689389	106.5954432	110	120	105
JIMM11.asc	barn-n	M	207.1666667	6124	32	8.502611364	14.05710458	16.619108	252.75	-5.768785518	-8.402214752	113.309109	126.1133573	99.71703428	110	125	95
JIMM11.asc	bar-z	M	237.7391304	6136	29.39130435	7.268902351	11.0763438	11.51184605	228.2173913	-3.937767325	-4.425729932	110.3386742	90.43744501	105.1451391	110	90	105
JIMM11.asc	bath2-n	M	234.5454545	6004	32.36363636	8.199458209	12.94470713	16.65382793	249.8636364	-5.018647339	-9.299025433	101.4545041	120.3427129	112.9286039	100	120	110
JIMM11.asc	bath-z	M	305.1764706	6204	34.82352941	8.829561386	14.94461512	16.86516371	264.8823529	-6.383137971	-8.519975355	84.96384116	130.059989	116.7839027	80	130	115
JIMM11.asc	bed2-n	M	264.5454545	6312	40.90909091	12.63464632	20.47299536	26.05553773	337.7727273	-8.313644016	-14.48178583	127.2726368	97.67060911	107.9059133	125	95	105
JIMM11.asc	bed3-z	M	314.2222222	6388	40	12.83532968	19.26618937	21.58965031	352.8333333	-6.816614522	-9.386722861	114.8689629	103.34741	94.59441023	110	100	90
JIMM11.asc	bed4-n	M	275.4	6060	36.6	11.4395167	15.54374444	18.15057319	311.15	-4.612308019	-7.658242931	110.3746442	91.02107343	108.3673183	110	90	105
JIMM11.asc	bed-z	M	240.1666667	6188	34.83333333	10.16607562	16.45683492	18.90633942	280.375	-6.517778744	-9.378028082	105.7562845	119.3451044	111.0914177	105	115	110
JIMM11.asc	board-z	M	264.1904762	6164	35.42857143	10.35609363	15.12475861	14.82759303	295.952381	-5.47476965	-5.518420286	124.6713925	120.6741107	117.9371976	120	120	115
JIMM11.asc	chap-n	M	252.173913	6068	34.43478261	8.526609987	13.18234295	15.78923855	269.7826087	-4.770388112	-8.035178433	101.9572973	106.1020289	87.60990469	100	105	85
JIMM11.asc	cloi-z	M	256.7619048	6012	34.85714286	10.81455272	17.97398813	21.05961149	284.3333333	-7.316180552	-11.41635792	114.2835478	117.0823005	98.92326279	110	115	95
JIMM11.asc	comp-n	M	248.173913	6012	29.73913043	6.414779668	9.31153746	11.53818916	227.9130435	-3.212024573	-5.508034086	111.6419394	87.22343139	93.28094541	110	85	90
JIMM11.asc	den-z	M	264	6112	38	11.95051134	15.24217368	16.63211461	350.5	-3.495755601	-5.491111434	113.343931	102.1306515	97.80156114	110	100	95
JIMM11.asc	din2-z	M	234	6052	33.83333333	9.526153311	13.11761895	14.44989305	290.9166667	-4.008125409	-5.51191656	123.4255671	110.9495374	91.07240396	120	110	90
JIMM11.asc	din-n	M	230.8571429	6008	37.71428571	11.94549149	12.96008627	16.18928032	304.7619048	-1.205861716	-4.530296353	99.37767622	89.77659353	107.7752034	95	85	105
